sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
TP854_sample_ger_180.txt_20863-21136,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[20882, 20901, 20910, 20936, 20985, 21022]","[20896, 20905, 20914, 20947, 21000, 21030]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20882, end=20896, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20901, end=20905, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20910, end=20914, entitycategory=LAND_COVER, sentimentcategory=2)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20936, end=20947, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20985, end=21000, entitycategory=NAT_PHENOMENON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21022, end=21030, entitycategory=LOCATION)']","['Schnee-Hauffen', 'Graß', 'Mist', 'Schäfereyen', 'Sonnen-Strahlen', 'Liffahon']","Man decket die den Schnee-Hauffen mit Graß und Mist zu , den man aus den Schäfereyen nimmt , welches ihn dermaßen vor den Sonnen-Strahlen be- wahret , daß man Liffahon den ganzen Som- mer damit verfieher , ob es gleich von diesem Orte über sechzig Spanische Meilen lieget .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['LAND_COVER', 'LAND_COVER', 'LAND_COVER', 'HUM_LANDFORM', 'NAT_PHENOMENON', 'LOCATION']","(['Man', 'decket', 'die', 'den', 'Schnee', 'Hauffen', 'mit', 'Graß', 'und', 'Mist', 'zu', ',', 'den', 'man', 'aus', 'den', 'Schäfereyen', 'nimmt', ',', 'welches', 'ihn', 'dermaßen', 'vor', 'den', 'Sonnen', 'Strahlen', 'be', 'wahret', ',', 'daß', 'man', 'Liffahon', 'den', 'ganzen', 'Som', 'mer', 'damit', 'verfieher', ',', 'ob', 'es', 'gleich', 'von', 'diesem', 'Orte', 'über', 'sechzig', 'Spanische', 'Meilen', 'lieget', '.'], ['O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'B-LAND_COVER', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Man', 'decket', 'die', 'den', 'Schnee', 'Hauffen', 'mit', 'Graß', 'und', 'Mist', 'zu', ',', 'den', 'man', 'aus', 'den', 'Schäfereyen', 'nimmt', ',', 'welches', 'ihn', 'dermaßen', 'vor', 'den', 'Sonnen', 'Strahlen', 'be', 'wahret', ',', 'daß', 'man', 'Liffahon', 'den', 'ganzen', 'Som', 'mer', 'damit', 'verfieher', ',', 'ob', 'es', 'gleich', 'von', 'diesem', 'Orte', 'über', 'sechzig', 'Spanische', 'Meilen', 'lieget', '.']","['O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'B-LAND_COVER', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_2093-2328,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[2097, 2115, 2145]","[2111, 2121, 2153]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2097, end=2111, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2115, end=2121, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2145, end=2153, entitycategory=PERSON)']","['Fran- ciscaner', 'Maffra', 'Kö- nige']","Die Fran- ciscaner zu Maffra hingegen wollten ihrem Kö- nige gern unbekannt bleiben , und wollten gern die Vermehrung eines großen Aufsehens ver- meiden , welche ihnen die umfie herum befindli- chen Vergoldungen zuwege bringen können .","['NULL_CAT', 'ASPECT', 'NULL_CAT']","['PERSON', 'LOCATION', 'PERSON']","(['Die', 'Fran', 'ciscaner', 'zu', 'Maffra', 'hingegen', 'wollten', 'ihrem', 'Kö', 'nige', 'gern', 'unbekannt', 'bleiben', ',', 'und', 'wollten', 'gern', 'die', 'Vermehrung', 'eines', 'großen', 'Aufsehens', 'ver', 'meiden', ',', 'welche', 'ihnen', 'die', 'umfie', 'herum', 'befindli', 'chen', 'Vergoldungen', 'zuwege', 'bringen', 'können', '.'], ['O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Die', 'Fran', 'ciscaner', 'zu', 'Maffra', 'hingegen', 'wollten', 'ihrem', 'Kö', 'nige', 'gern', 'unbekannt', 'bleiben', ',', 'und', 'wollten', 'gern', 'die', 'Vermehrung', 'eines', 'großen', 'Aufsehens', 'ver', 'meiden', ',', 'welche', 'ihnen', 'die', 'umfie', 'herum', 'befindli', 'chen', 'Vergoldungen', 'zuwege', 'bringen', 'können', '.']","['O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_21137-21312,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[21154, 21165, 21187, 21196, 21257]","[21160, 21175, 21191, 21201, 21265]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21154, end=21160, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21165, end=21175, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21187, end=21191, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21196, end=21201, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21257, end=21265, entitycategory=LOCATION)']","['Schnee', 'Maul-Eseln', 'Ufer', 'Tagus', 'Lissabon']","Manführet diesen Schnee auf Maul-Eseln bis an das Ufer des Tagus , darauf bringet man ihn zwanzig Meilen zu Schiffe bis Lissabon , wo das Pfund für zwölff Sols verkauft wird .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['LAND_COVER', 'FAUNA', 'NAT_LANDFORM', 'NAT_LANDFORM', 'LOCATION']","(['Manführet', 'diesen', 'Schnee', 'auf', 'Maul', 'Eseln', 'bis', 'an', 'das', 'Ufer', 'des', 'Tagus', ',', 'darauf', 'bringet', 'man', 'ihn', 'zwanzig', 'Meilen', 'zu', 'Schiffe', 'bis', 'Lissabon', ',', 'wo', 'das', 'Pfund', 'für', 'zwölff', 'Sols', 'verkauft', 'wird', '.'], ['O', 'O', 'B-LAND_COVER', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Manführet', 'diesen', 'Schnee', 'auf', 'Maul', 'Eseln', 'bis', 'an', 'das', 'Ufer', 'des', 'Tagus', ',', 'darauf', 'bringet', 'man', 'ihn', 'zwanzig', 'Meilen', 'zu', 'Schiffe', 'bis', 'Lissabon', ',', 'wo', 'das', 'Pfund', 'für', 'zwölff', 'Sols', 'verkauft', 'wird', '.']","['O', 'O', 'B-LAND_COVER', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_21313-21714,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[21362, 21378, 21461, 21516, 21587, 21614, 21670, 21706]","[21373, 21384, 21472, 21526, 21592, 21617, 21676, 21712]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21362, end=21373, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21378, end=21384, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21461, end=21472, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21516, end=21526, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21587, end=21592, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21614, end=21617, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21670, end=21676, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21706, end=21712, entitycategory=NAT_LANDFORM)']","['Haupt-Stadt', 'Schnee', 'Portugiesen', 'Eis-Gruben', 'Berge', 'Eis', 'Schnee', 'Bergen']","Man hätte keinen bessern Ort finden können , die Haupt-Stadt mit Schnee zu versehen ; die- fes ist abermahl ein Beweiß der Ungeschicklich- keit der Portugiesen , welche nicht so viel Ver- stand besitzen Eis-Gruben zu machen , ob sie gleich drey bis vier Meilen von Lissabon Berge genug haben , wo man Eis die Menge hernehmen könte , fiezufüllen ; denn kein Schnee erhält sich nicht auf diesen Bergen .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'LAND_COVER', 'PERSON', 'HUM_LANDFORM', 'NAT_LANDFORM', 'LAND_COVER', 'LAND_COVER', 'NAT_LANDFORM']","(['Man', 'hätte', 'keinen', 'bessern', 'Ort', 'finden', 'können', ',', 'die', 'Haupt', 'Stadt', 'mit', 'Schnee', 'zu', 'versehen', ';', 'die', 'fes', 'ist', 'abermahl', 'ein', 'Beweiß', 'der', 'Ungeschicklich', 'keit', 'der', 'Portugiesen', ',', 'welche', 'nicht', 'so', 'viel', 'Ver', 'stand', 'besitzen', 'Eis', 'Gruben', 'zu', 'machen', ',', 'ob', 'sie', 'gleich', 'drey', 'bis', 'vier', 'Meilen', 'von', 'Lissabon', 'Berge', 'genug', 'haben', ',', 'wo', 'man', 'Eis', 'die', 'Menge', 'hernehmen', 'könte', ',', 'fiezufüllen', ';', 'denn', 'kein', 'Schnee', 'erhält', 'sich', 'nicht', 'auf', 'diesen', 'Bergen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O'])","['Man', 'hätte', 'keinen', 'bessern', 'Ort', 'finden', 'können', ',', 'die', 'Haupt', 'Stadt', 'mit', 'Schnee', 'zu', 'versehen', ';', 'die', 'fes', 'ist', 'abermahl', 'ein', 'Beweiß', 'der', 'Ungeschicklich', 'keit', 'der', 'Portugiesen', ',', 'welche', 'nicht', 'so', 'viel', 'Ver', 'stand', 'besitzen', 'Eis', 'Gruben', 'zu', 'machen', ',', 'ob', 'sie', 'gleich', 'drey', 'bis', 'vier', 'Meilen', 'von', 'Lissabon', 'Berge', 'genug', 'haben', ',', 'wo', 'man', 'Eis', 'die', 'Menge', 'hernehmen', 'könte', ',', 'fiezufüllen', ';', 'denn', 'kein', 'Schnee', 'erhält', 'sich', 'nicht', 'auf', 'diesen', 'Bergen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']"
TP854_sample_ger_180.txt_21715-21870,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[21763, 21795, 21813]","[21772, 21807, 21831]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21763, end=21772, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21795, end=21807, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21813, end=21831, entitycategory=PERSON)']","['Cavilhaon', 'Tuch- Sargen', 'Strumpffmacherfind']","Von der Höhe dieses Ortes saheich den Fle- cken Cavilhaon , wo mehr als tausend Tuch- Sargen- und Strumpffmacherfind , welche heu- tiges Tages müßig sind .","['ASPECT', 'NULL_CAT', 'NULL_CAT']","['LOCATION', 'PERSON', 'PERSON']","(['Von', 'der', 'Höhe', 'dieses', 'Ortes', 'saheich', 'den', 'Fle', 'cken', 'Cavilhaon', ',', 'wo', 'mehr', 'als', 'tausend', 'Tuch', 'Sargen', 'und', 'Strumpffmacherfind', ',', 'welche', 'heu', 'tiges', 'Tages', 'müßig', 'sind', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Von', 'der', 'Höhe', 'dieses', 'Ortes', 'saheich', 'den', 'Fle', 'cken', 'Cavilhaon', ',', 'wo', 'mehr', 'als', 'tausend', 'Tuch', 'Sargen', 'und', 'Strumpffmacherfind', ',', 'welche', 'heu', 'tiges', 'Tages', 'müßig', 'sind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_21871-22108,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[21875, 21929, 22007]","[21878, 21937, 22010]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21875, end=21878, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21929, end=21937, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22007, end=22010, entitycategory=HUM_LANDFORM)']","['Weg', 'Pfer- de', 'Weg']","Der Weg von die- fer Seite kam mir allzu rauh vor mit dem Pfer- de hinunterzureiten ; darum entschloß ich mich , - den xx ( 206 ) : den Weg wieder zurück zu gehen , den ich ge- kommen war , und langte mit einbrechender Nacht wieder zu S.","['ASPECT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'FAUNA', 'HUM_LANDFORM']","(['Der', 'Weg', 'von', 'die', 'fer', 'Seite', 'kam', 'mir', 'allzu', 'rauh', 'vor', 'mit', 'dem', 'Pfer', 'de', 'hinunterzureiten', ';', 'darum', 'entschloß', 'ich', 'mich', ',', 'den', 'xx', '206', 'den', 'Weg', 'wieder', 'zurück', 'zu', 'gehen', ',', 'den', 'ich', 'ge', 'kommen', 'war', ',', 'und', 'langte', 'mit', 'einbrechender', 'Nacht', 'wieder', 'zu', 'S', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Der', 'Weg', 'von', 'die', 'fer', 'Seite', 'kam', 'mir', 'allzu', 'rauh', 'vor', 'mit', 'dem', 'Pfer', 'de', 'hinunterzureiten', ';', 'darum', 'entschloß', 'ich', 'mich', ',', 'den', 'xx', '206', 'den', 'Weg', 'wieder', 'zurück', 'zu', 'gehen', ',', 'den', 'ich', 'ge', 'kommen', 'war', ',', 'und', 'langte', 'mit', 'einbrechender', 'Nacht', 'wieder', 'zu', 'S', '.']","['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_22109-22120,['TP854_sample_ger_180.txt'],[22109],[22115],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22109, end=22115, entitycategory=LOCATION)']",['Romaon'],Romaon an .,['ASPECT'],['LOCATION'],"(['Romaon', 'an', '.'], ['B-LOCATION', 'O', 'O'])","['Romaon', 'an', '.']","['B-LOCATION', 'O', 'O']"
TP854_sample_ger_180.txt_22121-22281,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[22130, 22187, 22233]","[22135, 22203, 22236]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22130, end=22135, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22187, end=22203, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22233, end=22236, entitycategory=NAT_LANDFORM)']","['Leute', 'der junge Fremde', 'See']","Da meine Leute alles erzehlten , was sie gesehen hatten , und daß der junge Fremde sich in der fürchter- lichen See gebadet , so wuten sich die Einwoh- nervor .","['NULL_CAT', 'NULL_CAT', 'ASPECT']","['PERSON', 'PERSON', 'NAT_LANDFORM']","(['Da', 'meine', 'Leute', 'alles', 'erzehlten', ',', 'was', 'sie', 'gesehen', 'hatten', ',', 'und', 'daß', 'der', 'junge', 'Fremde', 'sich', 'in', 'der', 'fürchter', 'lichen', 'See', 'gebadet', ',', 'so', 'wuten', 'sich', 'die', 'Einwoh', 'nervor', '.'], ['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Da', 'meine', 'Leute', 'alles', 'erzehlten', ',', 'was', 'sie', 'gesehen', 'hatten', ',', 'und', 'daß', 'der', 'junge', 'Fremde', 'sich', 'in', 'der', 'fürchter', 'lichen', 'See', 'gebadet', ',', 'so', 'wuten', 'sich', 'die', 'Einwoh', 'nervor', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_22308-22409,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[22312, 22340]","[22321, 22345]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22312, end=22321, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22340, end=22345, entitycategory=HUM_LANDFORM)']","['Schä- fer', 'Dorff']","Der Schä- fer hatte uns bis ins Dorff begleitet , wo er in einem halben Jahre nicht hingekommen war .","['ASPECT', 'ASPECT']","['PERSON', 'HUM_LANDFORM']","(['Der', 'Schä', 'fer', 'hatte', 'uns', 'bis', 'ins', 'Dorff', 'begleitet', ',', 'wo', 'er', 'in', 'einem', 'halben', 'Jahre', 'nicht', 'hingekommen', 'war', '.'], ['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Der', 'Schä', 'fer', 'hatte', 'uns', 'bis', 'ins', 'Dorff', 'begleitet', ',', 'wo', 'er', 'in', 'einem', 'halben', 'Jahre', 'nicht', 'hingekommen', 'war', '.']","['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_22410-22486,['TP854_sample_ger_180.txt'],[22440],[22445],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22440, end=22445, entitycategory=PERSON)']",['Leute'],"Wir wurden als ganz besondere Leute angef- hen , die bewundernswerth waren .",['NULL_CAT'],['PERSON'],"(['Wir', 'wurden', 'als', 'ganz', 'besondere', 'Leute', 'angef', 'hen', ',', 'die', 'bewundernswerth', 'waren', '.'], ['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Wir', 'wurden', 'als', 'ganz', 'besondere', 'Leute', 'angef', 'hen', ',', 'die', 'bewundernswerth', 'waren', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_22487-22652,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[22521, 22538, 22621]","[22534, 22547, 22631]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22521, end=22534, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22538, end=22547, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22621, end=22631, entitycategory=ORGANISATION)']","['Handwer- cker', 'Cavilhaon', 'Königreich']","Ich habe vorher gesaget , daß die Handwer- cker zu Cavilhaon nicht mehr arbeiten , sons dern müßig sind , so großen Vortheil auch das Königreich davon ziehen konte .","['NULL_CAT', 'ASPECT', 'ASPECT']","['PERSON', 'LOCATION', 'ORGANISATION']","(['Ich', 'habe', 'vorher', 'gesaget', ',', 'daß', 'die', 'Handwer', 'cker', 'zu', 'Cavilhaon', 'nicht', 'mehr', 'arbeiten', ',', 'sons', 'dern', 'müßig', 'sind', ',', 'so', 'großen', 'Vortheil', 'auch', 'das', 'Königreich', 'davon', 'ziehen', 'konte', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O'])","['Ich', 'habe', 'vorher', 'gesaget', ',', 'daß', 'die', 'Handwer', 'cker', 'zu', 'Cavilhaon', 'nicht', 'mehr', 'arbeiten', ',', 'sons', 'dern', 'müßig', 'sind', ',', 'so', 'großen', 'Vortheil', 'auch', 'das', 'Königreich', 'davon', 'ziehen', 'konte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O']"
